Renewable,LC,Main,LS,Bmode
130,0,0.000000,0,1
130,1,0.800000,1,1
130,2,1.000000,2,0
130,3,1.800000,3,0
130,4,1.200000,4,1
130,5,1.000000,5,0
130,6,1.200000,6,-1
130,7,2.000000,7,-1
131,0,0.000000,0,1
131,1,0.800000,1,1
131,2,1.000000,2,0
131,3,1.800000,3,0
131,4,1.200000,4,1
131,5,1.000000,5,0
131,6,1.200000,6,-1
131,7,2.000000,7,-1
132,0,0.000000,0,1
132,1,0.800000,1,1
132,2,1.000000,2,0
132,3,1.800000,3,0
132,4,1.200000,4,1
132,5,1.000000,5,0
132,6,1.200000,6,-1
132,7,2.000000,7,-1
133,0,0.000000,0,1
133,1,0.800000,1,1
133,2,1.000000,2,0
133,3,1.800000,3,0
133,4,1.200000,4,1
133,5,1.000000,5,0
133,6,1.200000,6,-1
133,7,2.000000,7,-1
134,0,0.000000,0,1
134,1,0.800000,1,1
134,2,1.000000,2,0
134,3,1.800000,3,0
134,4,1.200000,4,1
134,5,1.000000,5,0
134,6,1.200000,6,-1
134,7,2.000000,7,-1
135,0,0.000000,0,1
135,1,0.800000,1,1
135,2,1.000000,2,0
135,3,1.800000,3,0
135,4,1.200000,4,1
135,5,1.000000,5,0
135,6,1.200000,6,-1
135,7,2.000000,7,-1
136,0,0.000000,0,1
136,1,0.800000,1,1
136,2,1.000000,2,0
136,3,1.800000,3,0
136,4,1.200000,4,1
136,5,1.000000,5,0
136,6,1.200000,6,-1
136,7,2.000000,7,-1
137,0,0.000000,0,1
137,1,0.800000,1,1
137,2,1.000000,2,0
137,3,1.800000,3,0
137,4,1.200000,4,1
137,5,1.000000,5,0
137,6,1.200000,6,-1
137,7,2.000000,7,-1
138,0,0.000000,0,1
138,1,0.800000,1,1
138,2,1.000000,2,0
138,3,1.800000,3,0
138,4,1.200000,4,1
138,5,1.000000,5,0
138,6,1.200000,6,-1
138,7,2.000000,7,-1
139,0,0.000000,0,1
139,1,0.800000,1,1
139,2,1.000000,2,0
139,3,1.800000,3,0
139,4,1.200000,4,1
139,5,1.000000,5,0
139,6,1.200000,6,-1
139,7,2.000000,7,-1
140,0,0.000000,0,1
140,1,0.800000,1,1
140,2,1.000000,2,0
140,3,1.800000,3,0
140,4,1.200000,4,1
140,5,1.000000,5,0
140,6,1.200000,6,-1
140,7,2.000000,7,-1
141,0,0.000000,0,1
141,1,0.800000,1,1
141,2,1.000000,2,0
141,3,1.800000,3,0
141,4,1.200000,4,1
141,5,1.000000,5,0
141,6,1.200000,6,-1
141,7,2.000000,7,-1
142,0,0.000000,0,1
142,1,0.800000,1,1
142,2,1.000000,2,0
142,3,1.800000,3,0
142,4,1.200000,4,1
142,5,1.000000,5,0
142,6,1.200000,6,-1
142,7,2.000000,7,-1
143,0,0.000000,0,1
143,1,0.800000,1,1
143,2,1.000000,2,0
143,3,1.800000,3,0
143,4,1.200000,4,1
143,5,1.000000,5,0
143,6,1.200000,6,-1
143,7,2.000000,7,-1
144,0,0.000000,0,1
144,1,0.800000,1,1
144,2,1.000000,2,0
144,3,1.800000,3,0
144,4,1.200000,4,1
144,5,1.000000,5,0
144,6,1.200000,6,-1
144,7,2.000000,7,-1
145,0,0.000000,0,1
145,1,0.800000,1,1
145,2,1.000000,2,0
145,3,1.800000,3,0
145,4,1.200000,4,1
145,5,1.000000,5,0
145,6,1.200000,6,-1
145,7,2.000000,7,-1
146,0,0.000000,0,1
146,1,0.800000,1,1
146,2,1.000000,2,0
146,3,1.800000,3,0
146,4,1.200000,4,1
146,5,1.000000,5,0
146,6,1.200000,6,-1
146,7,2.000000,7,-1
147,0,0.000000,0,1
147,1,0.800000,1,1
147,2,1.000000,2,0
147,3,1.800000,3,0
147,4,1.200000,4,1
147,5,1.000000,5,0
147,6,1.200000,6,-1
147,7,2.000000,7,-1
148,0,0.000000,0,1
148,1,0.800000,1,1
148,2,1.000000,2,0
148,3,1.800000,3,0
148,4,1.200000,4,1
148,5,1.000000,5,0
148,6,1.200000,6,-1
148,7,2.000000,7,-1
149,0,0.000000,0,1
149,1,0.800000,1,1
149,2,1.000000,2,0
149,3,1.800000,3,0
149,4,1.200000,4,1
149,5,1.000000,5,0
149,6,1.200000,6,-1
149,7,2.000000,7,-1
150,0,0.000000,0,1
150,1,0.800000,1,1
150,2,1.000000,2,0
150,3,1.800000,3,0
150,4,1.200000,4,1
150,5,1.000000,5,0
150,6,1.200000,6,-1
150,7,2.000000,7,-1
151,0,0.000000,0,1
151,1,0.800000,1,1
151,2,1.000000,2,0
151,3,1.800000,3,0
151,4,1.200000,4,1
151,5,1.000000,5,0
151,6,1.200000,6,-1
151,7,2.000000,7,-1
152,0,0.000000,0,1
152,1,0.800000,1,1
152,2,1.000000,2,0
152,3,1.800000,3,0
152,4,1.200000,4,1
152,5,1.000000,5,0
152,6,1.200000,6,-1
152,7,2.000000,7,-1
153,0,0.000000,0,1
153,1,0.800000,1,1
153,2,1.000000,2,0
153,3,1.800000,3,0
153,4,1.200000,4,1
153,5,1.000000,5,0
153,6,1.200000,6,-1
153,7,2.000000,7,-1
154,0,0.000000,0,1
154,1,0.800000,1,1
154,2,1.000000,2,0
154,3,1.800000,3,0
154,4,1.200000,4,1
154,5,1.000000,5,0
154,6,1.200000,6,-1
154,7,2.000000,7,-1
155,0,0.000000,0,1
155,1,0.800000,1,1
155,2,1.000000,2,0
155,3,1.800000,3,0
155,4,1.200000,4,1
155,5,1.000000,5,0
155,6,1.200000,6,-1
155,7,2.000000,7,-1
156,0,0.000000,0,1
156,1,0.800000,1,1
156,2,1.000000,2,0
156,3,1.800000,3,0
156,4,1.200000,4,1
156,5,1.000000,5,0
156,6,1.200000,6,-1
156,7,2.000000,7,-1
157,0,0.000000,0,1
157,1,0.800000,1,1
157,2,1.000000,2,0
157,3,1.800000,3,0
157,4,1.200000,4,1
157,5,1.000000,5,0
157,6,1.200000,6,-1
157,7,2.000000,7,-1
158,0,0.000000,0,1
158,1,0.800000,1,1
158,2,1.000000,2,0
158,3,1.800000,3,0
158,4,1.200000,4,1
158,5,1.000000,5,0
158,6,1.200000,6,-1
158,7,2.000000,7,-1
159,0,0.000000,0,1
159,1,0.800000,1,1
159,2,1.000000,2,0
159,3,1.800000,3,0
159,4,1.200000,4,1
159,5,1.000000,5,0
159,6,1.200000,6,-1
159,7,2.000000,7,-1
160,0,0.000000,0,1
160,1,0.800000,1,1
160,2,1.000000,2,0
160,3,1.800000,3,0
160,4,1.200000,4,1
160,5,1.000000,5,0
160,6,1.200000,6,-1
160,7,2.000000,7,-1
161,0,0.000000,0,1
161,1,0.800000,1,1
161,2,1.000000,2,0
161,3,1.800000,3,0
161,4,1.200000,4,1
161,5,1.000000,5,0
161,6,1.200000,6,-1
161,7,2.000000,7,-1
162,0,0.000000,0,1
162,1,0.800000,1,1
162,2,1.000000,2,0
162,3,1.800000,3,0
162,4,1.200000,4,1
162,5,1.000000,5,0
162,6,1.200000,6,-1
162,7,2.000000,7,-1
163,0,0.000000,0,1
163,1,0.800000,1,1
163,2,1.000000,2,0
163,3,1.800000,3,0
163,4,1.200000,4,1
163,5,1.000000,5,0
163,6,1.200000,6,-1
163,7,2.000000,7,-1
164,0,0.000000,0,1
164,1,0.800000,1,1
164,2,1.000000,2,0
164,3,1.800000,3,0
164,4,1.200000,4,1
164,5,1.000000,5,0
164,6,1.200000,6,-1
164,7,2.000000,7,-1
165,0,0.000000,0,1
165,1,0.800000,1,1
165,2,1.000000,2,0
165,3,1.800000,3,0
165,4,1.200000,4,1
165,5,1.000000,5,0
165,6,1.200000,6,-1
165,7,2.000000,7,-1
166,0,0.000000,0,1
166,1,0.800000,1,1
166,2,1.000000,2,0
166,3,1.800000,3,0
166,4,1.200000,4,1
166,5,1.000000,5,0
166,6,1.200000,6,-1
166,7,2.000000,7,-1
167,0,0.000000,0,1
167,1,0.800000,1,1
167,2,1.000000,2,0
167,3,1.800000,3,0
167,4,1.200000,4,1
167,5,1.000000,5,0
167,6,1.200000,6,-1
167,7,2.000000,7,-1
168,0,0.000000,0,1
168,1,0.800000,1,1
168,2,1.000000,2,0
168,3,1.800000,3,0
168,4,1.200000,4,1
168,5,1.000000,5,0
168,6,1.200000,6,-1
168,7,2.000000,7,-1
169,0,0.000000,0,1
169,1,0.800000,1,1
169,2,1.000000,2,0
169,3,1.800000,3,0
169,4,1.200000,4,1
169,5,1.000000,5,0
169,6,1.200000,6,-1
169,7,2.000000,7,-1
170,0,0.000000,0,1
170,1,0.800000,1,1
170,2,1.000000,2,0
170,3,1.800000,3,0
170,4,1.200000,4,1
170,5,1.000000,5,0
170,6,1.200000,6,-1
170,7,2.000000,7,-1
171,0,0.000000,0,1
171,1,0.800000,1,1
171,2,1.000000,2,0
171,3,1.800000,3,0
171,4,1.200000,4,1
171,5,1.000000,5,0
171,6,1.200000,6,-1
171,7,2.000000,7,-1
172,0,0.000000,0,1
172,1,0.800000,1,1
172,2,1.000000,2,0
172,3,1.800000,3,0
172,4,1.200000,4,1
172,5,1.000000,5,0
172,6,1.200000,6,-1
172,7,2.000000,7,-1
173,0,0.000000,0,1
173,1,0.800000,1,1
173,2,1.000000,2,0
173,3,1.800000,3,0
173,4,1.200000,4,1
173,5,1.000000,5,0
173,6,1.200000,6,-1
173,7,2.000000,7,-1
174,0,0.000000,0,1
174,1,0.800000,1,1
174,2,1.000000,2,0
174,3,1.800000,3,0
174,4,1.200000,4,1
174,5,1.000000,5,0
174,6,1.200000,6,-1
174,7,2.000000,7,-1
175,0,0.000000,0,1
175,1,0.800000,1,1
175,2,1.000000,2,0
175,3,1.800000,3,0
175,4,1.200000,4,1
175,5,1.000000,5,0
175,6,1.200000,6,-1
175,7,2.000000,7,-1
176,0,0.000000,0,1
176,1,0.800000,1,1
176,2,1.000000,2,0
176,3,1.800000,3,0
176,4,1.200000,4,1
176,5,1.000000,5,0
176,6,1.200000,6,-1
176,7,2.000000,7,-1
177,0,0.000000,0,1
177,1,0.800000,1,1
177,2,1.000000,2,0
177,3,1.800000,3,0
177,4,1.200000,4,1
177,5,1.000000,5,0
177,6,1.200000,6,-1
177,7,2.000000,7,-1
178,0,0.000000,0,1
178,1,0.800000,1,1
178,2,1.000000,2,0
178,3,1.800000,3,0
178,4,1.200000,4,1
178,5,1.000000,5,0
178,6,1.200000,6,-1
178,7,2.000000,7,-1
179,0,0.000000,0,1
179,1,0.800000,1,1
179,2,1.000000,2,0
179,3,1.800000,3,0
179,4,1.200000,4,1
179,5,1.000000,5,0
179,6,1.200000,6,-1
179,7,2.000000,7,-1
180,0,0.000000,0,1
180,1,0.800000,1,1
180,2,1.000000,2,0
180,3,1.800000,3,0
180,4,1.200000,4,1
180,5,1.000000,5,0
180,6,1.200000,6,-1
180,7,2.000000,7,-1
181,0,0.000000,0,1
181,1,0.800000,1,1
181,2,1.000000,2,0
181,3,1.800000,3,0
181,4,1.200000,4,1
181,5,1.000000,5,0
181,6,1.200000,6,-1
181,7,2.000000,7,-1
182,0,0.000000,0,1
182,1,0.800000,1,1
182,2,1.000000,2,0
182,3,1.800000,3,0
182,4,1.200000,4,1
182,5,1.000000,5,0
182,6,1.200000,6,-1
182,7,2.000000,7,-1
183,0,0.000000,0,1
183,1,0.800000,1,1
183,2,1.000000,2,0
183,3,1.800000,3,0
183,4,1.200000,4,1
183,5,1.000000,5,0
183,6,1.200000,6,-1
183,7,2.000000,7,-1
184,0,0.000000,0,1
184,1,0.800000,1,1
184,2,1.000000,2,0
184,3,1.800000,3,0
184,4,1.200000,4,1
184,5,1.000000,5,0
184,6,1.200000,6,-1
184,7,2.000000,7,-1
185,0,0.000000,0,1
185,1,0.800000,1,1
185,2,1.000000,2,0
185,3,1.800000,3,0
185,4,1.200000,4,1
185,5,1.000000,5,0
185,6,1.200000,6,-1
185,7,2.000000,7,-1
186,0,0.000000,0,1
186,1,0.800000,1,1
186,2,1.000000,2,0
186,3,1.800000,3,0
186,4,1.200000,4,1
186,5,1.000000,5,0
186,6,1.200000,6,-1
186,7,2.000000,7,-1
187,0,0.000000,0,1
187,1,0.800000,1,1
187,2,1.000000,2,0
187,3,1.800000,3,0
187,4,1.200000,4,1
187,5,1.000000,5,0
187,6,1.200000,6,-1
187,7,2.000000,7,-1
188,0,0.000000,0,1
188,1,0.800000,1,1
188,2,1.000000,2,0
188,3,1.800000,3,0
188,4,1.200000,4,1
188,5,1.000000,5,0
188,6,1.200000,6,-1
188,7,2.000000,7,-1
189,0,0.000000,0,1
189,1,0.800000,1,1
189,2,1.000000,2,0
189,3,1.800000,3,0
189,4,1.200000,4,1
189,5,1.000000,5,0
189,6,1.200000,6,-1
189,7,2.000000,7,-1
190,0,0.000000,0,1
190,1,0.800000,1,1
190,2,1.000000,2,0
190,3,1.800000,3,0
190,4,1.200000,4,1
190,5,1.000000,5,0
190,6,1.200000,6,-1
190,7,2.000000,7,-1
191,0,0.000000,0,1
191,1,0.800000,1,1
191,2,1.000000,2,0
191,3,1.800000,3,0
191,4,1.200000,4,1
191,5,1.000000,5,0
191,6,1.200000,6,-1
191,7,2.000000,7,-1
192,0,0.000000,0,1
192,1,0.800000,1,1
192,2,1.000000,2,0
192,3,1.800000,3,0
192,4,1.200000,4,1
192,5,1.000000,5,0
192,6,1.200000,6,-1
192,7,2.000000,7,-1
193,0,0.000000,0,1
193,1,0.800000,1,1
193,2,1.000000,2,0
193,3,1.800000,3,0
193,4,1.200000,4,1
193,5,1.000000,5,0
193,6,1.200000,6,-1
193,7,2.000000,7,-1
194,0,0.000000,0,1
194,1,0.800000,1,1
194,2,1.000000,2,0
194,3,1.800000,3,0
194,4,1.200000,4,1
194,5,1.000000,5,0
194,6,1.200000,6,-1
194,7,2.000000,7,-1
195,0,0.000000,0,1
195,1,0.800000,1,1
195,2,1.000000,2,0
195,3,1.800000,3,0
195,4,1.200000,4,1
195,5,1.000000,5,0
195,6,1.200000,6,-1
195,7,2.000000,7,-1
196,0,0.000000,0,1
196,1,0.800000,1,1
196,2,1.000000,2,0
196,3,1.800000,3,0
196,4,1.200000,4,1
196,5,1.000000,5,0
196,6,1.200000,6,-1
196,7,2.000000,7,-1
197,0,0.000000,0,1
197,1,0.800000,1,1
197,2,1.000000,2,0
197,3,1.800000,3,0
197,4,1.200000,4,1
197,5,1.000000,5,0
197,6,1.200000,6,-1
197,7,2.000000,7,-1
198,0,0.000000,0,1
198,1,0.800000,1,1
198,2,1.000000,2,0
198,3,1.800000,3,0
198,4,1.200000,4,1
198,5,1.000000,5,0
198,6,1.200000,6,-1
198,7,2.000000,7,-1
199,0,0.000000,0,1
199,1,0.800000,1,1
199,2,1.000000,2,0
199,3,1.800000,3,0
199,4,1.200000,4,1
199,5,1.000000,5,0
199,6,1.200000,6,-1
199,7,2.000000,7,-1
200,0,0.000000,0,1
200,1,0.000000,1,1
200,2,1.000000,2,1
200,3,1.800000,3,1
200,4,0.200000,4,1
200,5,1.000000,5,1
200,6,1.200000,6,0
200,7,2.000000,7,0
201,0,0.000000,0,1
201,1,0.000000,1,1
201,2,1.000000,2,1
201,3,1.800000,3,1
201,4,0.200000,4,1
201,5,1.000000,5,1
201,6,1.200000,6,0
201,7,2.000000,7,0
202,0,0.000000,0,1
202,1,0.000000,1,1
202,2,1.000000,2,1
202,3,1.800000,3,1
202,4,0.200000,4,1
202,5,1.000000,5,1
202,6,1.200000,6,0
202,7,2.000000,7,0
203,0,0.000000,0,1
203,1,0.000000,1,1
203,2,1.000000,2,1
203,3,1.800000,3,1
203,4,0.200000,4,1
203,5,1.000000,5,1
203,6,1.200000,6,0
203,7,2.000000,7,0
204,0,0.000000,0,1
204,1,0.000000,1,1
204,2,1.000000,2,1
204,3,1.800000,3,1
204,4,0.200000,4,1
204,5,1.000000,5,1
204,6,1.200000,6,0
204,7,2.000000,7,0
205,0,0.000000,0,1
205,1,0.000000,1,1
205,2,1.000000,2,1
205,3,1.800000,3,1
205,4,0.200000,4,1
205,5,1.000000,5,1
205,6,1.200000,6,0
205,7,2.000000,7,0
206,0,0.000000,0,1
206,1,0.000000,1,1
206,2,1.000000,2,1
206,3,1.800000,3,1
206,4,0.200000,4,1
206,5,1.000000,5,1
206,6,1.200000,6,0
206,7,2.000000,7,0
207,0,0.000000,0,1
207,1,0.000000,1,1
207,2,1.000000,2,1
207,3,1.800000,3,1
207,4,0.200000,4,1
207,5,1.000000,5,1
207,6,1.200000,6,0
207,7,2.000000,7,0
208,0,0.000000,0,1
208,1,0.000000,1,1
208,2,1.000000,2,1
208,3,1.800000,3,1
208,4,0.200000,4,1
208,5,1.000000,5,1
208,6,1.200000,6,0
208,7,2.000000,7,0
209,0,0.000000,0,1
209,1,0.000000,1,1
209,2,1.000000,2,1
209,3,1.800000,3,1
209,4,0.200000,4,1
209,5,1.000000,5,1
209,6,1.200000,6,0
209,7,2.000000,7,0
210,0,0.000000,0,1
210,1,0.000000,1,1
210,2,1.000000,2,1
210,3,1.800000,3,1
210,4,0.200000,4,1
210,5,1.000000,5,1
210,6,1.200000,6,0
210,7,2.000000,7,0
211,0,0.000000,0,1
211,1,0.000000,1,1
211,2,1.000000,2,1
211,3,1.800000,3,1
211,4,0.200000,4,1
211,5,1.000000,5,1
211,6,1.200000,6,0
211,7,2.000000,7,0
212,0,0.000000,0,1
212,1,0.000000,1,1
212,2,1.000000,2,1
212,3,1.800000,3,1
212,4,0.200000,4,1
212,5,1.000000,5,1
212,6,1.200000,6,0
212,7,2.000000,7,0
213,0,0.000000,0,1
213,1,0.000000,1,1
213,2,1.000000,2,1
213,3,1.800000,3,1
213,4,0.200000,4,1
213,5,1.000000,5,1
213,6,1.200000,6,0
213,7,2.000000,7,0
214,0,0.000000,0,1
214,1,0.000000,1,1
214,2,1.000000,2,1
214,3,1.800000,3,1
214,4,0.200000,4,1
214,5,1.000000,5,1
214,6,1.200000,6,0
214,7,2.000000,7,0
215,0,0.000000,0,1
215,1,0.000000,1,1
215,2,1.000000,2,1
215,3,1.800000,3,1
215,4,0.200000,4,1
215,5,1.000000,5,1
215,6,1.200000,6,0
215,7,2.000000,7,0
216,0,0.000000,0,1
216,1,0.000000,1,1
216,2,1.000000,2,1
216,3,1.800000,3,1
216,4,0.200000,4,1
216,5,1.000000,5,1
216,6,1.200000,6,0
216,7,2.000000,7,0
217,0,0.000000,0,1
217,1,0.000000,1,1
217,2,1.000000,2,1
217,3,1.800000,3,1
217,4,0.200000,4,1
217,5,1.000000,5,1
217,6,1.200000,6,0
217,7,2.000000,7,0
218,0,0.000000,0,1
218,1,0.000000,1,1
218,2,1.000000,2,1
218,3,1.800000,3,1
218,4,0.200000,4,1
218,5,1.000000,5,1
218,6,1.200000,6,0
218,7,2.000000,7,0
219,0,0.000000,0,1
219,1,0.000000,1,1
219,2,1.000000,2,1
219,3,1.800000,3,1
219,4,0.200000,4,1
219,5,1.000000,5,1
219,6,1.200000,6,0
219,7,2.000000,7,0
220,0,0.000000,0,1
220,1,0.000000,1,1
220,2,1.000000,2,1
220,3,1.800000,3,1
220,4,0.200000,4,1
220,5,1.000000,5,1
220,6,1.200000,6,0
220,7,2.000000,7,0
221,0,0.000000,0,1
221,1,0.000000,1,1
221,2,1.000000,2,1
221,3,1.800000,3,1
221,4,0.200000,4,1
221,5,1.000000,5,1
221,6,1.200000,6,0
221,7,2.000000,7,0
222,0,0.000000,0,1
222,1,0.000000,1,1
222,2,1.000000,2,1
222,3,1.800000,3,1
222,4,0.200000,4,1
222,5,1.000000,5,1
222,6,1.200000,6,0
222,7,2.000000,7,0
223,0,0.000000,0,1
223,1,0.000000,1,1
223,2,1.000000,2,1
223,3,1.800000,3,1
223,4,0.200000,4,1
223,5,1.000000,5,1
223,6,1.200000,6,0
223,7,2.000000,7,0
224,0,0.000000,0,1
224,1,0.000000,1,1
224,2,1.000000,2,1
224,3,1.800000,3,1
224,4,0.200000,4,1
224,5,1.000000,5,1
224,6,1.200000,6,0
224,7,2.000000,7,0
225,0,0.000000,0,1
225,1,0.000000,1,1
225,2,1.000000,2,1
225,3,1.800000,3,1
225,4,0.200000,4,1
225,5,1.000000,5,1
225,6,1.200000,6,0
225,7,2.000000,7,0
226,0,0.000000,0,1
226,1,0.000000,1,1
226,2,1.000000,2,1
226,3,1.800000,3,1
226,4,0.200000,4,1
226,5,1.000000,5,1
226,6,1.200000,6,0
226,7,2.000000,7,0
227,0,0.000000,0,1
227,1,0.000000,1,1
227,2,1.000000,2,1
227,3,1.800000,3,1
227,4,0.200000,4,1
227,5,1.000000,5,1
227,6,1.200000,6,0
227,7,2.000000,7,0
228,0,0.000000,0,1
228,1,0.000000,1,1
228,2,1.000000,2,1
228,3,1.800000,3,1
228,4,0.200000,4,1
228,5,1.000000,5,1
228,6,1.200000,6,0
228,7,2.000000,7,0
229,0,0.000000,0,1
229,1,0.000000,1,1
229,2,1.000000,2,1
229,3,1.800000,3,1
229,4,0.200000,4,1
229,5,1.000000,5,1
229,6,1.200000,6,0
229,7,2.000000,7,0
230,0,0.000000,0,1
230,1,0.000000,1,1
230,2,1.000000,2,1
230,3,1.800000,3,1
230,4,0.200000,4,1
230,5,1.000000,5,1
230,6,1.200000,6,0
230,7,2.000000,7,0
231,0,0.000000,0,1
231,1,0.000000,1,1
231,2,1.000000,2,1
231,3,1.800000,3,1
231,4,0.200000,4,1
231,5,1.000000,5,1
231,6,1.200000,6,0
231,7,2.000000,7,0
232,0,0.000000,0,1
232,1,0.000000,1,1
232,2,1.000000,2,1
232,3,1.800000,3,1
232,4,0.200000,4,1
232,5,1.000000,5,1
232,6,1.200000,6,0
232,7,2.000000,7,0
233,0,0.000000,0,1
233,1,0.000000,1,1
233,2,1.000000,2,1
233,3,1.800000,3,1
233,4,0.200000,4,1
233,5,1.000000,5,1
233,6,1.200000,6,0
233,7,2.000000,7,0
234,0,0.000000,0,1
234,1,0.000000,1,1
234,2,1.000000,2,1
234,3,1.800000,3,1
234,4,0.200000,4,1
234,5,1.000000,5,1
234,6,1.200000,6,0
234,7,2.000000,7,0
235,0,0.000000,0,1
235,1,0.000000,1,1
235,2,1.000000,2,1
235,3,1.800000,3,1
235,4,0.200000,4,1
235,5,1.000000,5,1
235,6,1.200000,6,0
235,7,2.000000,7,0
236,0,0.000000,0,1
236,1,0.000000,1,1
236,2,1.000000,2,1
236,3,1.800000,3,1
236,4,0.200000,4,1
236,5,1.000000,5,1
236,6,1.200000,6,0
236,7,2.000000,7,0
237,0,0.000000,0,1
237,1,0.000000,1,1
237,2,1.000000,2,1
237,3,1.800000,3,1
237,4,0.200000,4,1
237,5,1.000000,5,1
237,6,1.200000,6,0
237,7,2.000000,7,0
238,0,0.000000,0,1
238,1,0.000000,1,1
238,2,1.000000,2,1
238,3,1.800000,3,1
238,4,0.200000,4,1
238,5,1.000000,5,1
238,6,1.200000,6,0
238,7,2.000000,7,0
239,0,0.000000,0,1
239,1,0.000000,1,1
239,2,1.000000,2,1
239,3,1.800000,3,1
239,4,0.200000,4,1
239,5,1.000000,5,1
239,6,1.200000,6,0
239,7,2.000000,7,0
240,0,0.000000,0,1
240,1,0.000000,1,1
240,2,1.000000,2,1
240,3,1.800000,3,1
240,4,0.200000,4,1
240,5,1.000000,5,1
240,6,1.200000,6,0
240,7,2.000000,7,0
241,0,0.000000,0,1
241,1,0.000000,1,1
241,2,1.000000,2,1
241,3,1.800000,3,1
241,4,0.200000,4,1
241,5,1.000000,5,1
241,6,1.200000,6,0
241,7,2.000000,7,0
242,0,0.000000,0,1
242,1,0.000000,1,1
242,2,1.000000,2,1
242,3,1.800000,3,1
242,4,0.200000,4,1
242,5,1.000000,5,1
242,6,1.200000,6,0
242,7,2.000000,7,0
243,0,0.000000,0,1
243,1,0.000000,1,1
243,2,1.000000,2,1
243,3,1.800000,3,1
243,4,0.200000,4,1
243,5,1.000000,5,1
243,6,1.200000,6,0
243,7,2.000000,7,0
244,0,0.000000,0,1
244,1,0.000000,1,1
244,2,1.000000,2,1
244,3,1.800000,3,1
244,4,0.200000,4,1
244,5,1.000000,5,1
244,6,1.200000,6,0
244,7,2.000000,7,0
245,0,0.000000,0,1
245,1,0.000000,1,1
245,2,1.000000,2,1
245,3,1.800000,3,1
245,4,0.200000,4,1
245,5,1.000000,5,1
245,6,1.200000,6,0
245,7,2.000000,7,0
246,0,0.000000,0,1
246,1,0.000000,1,1
246,2,1.000000,2,1
246,3,1.800000,3,1
246,4,0.200000,4,1
246,5,1.000000,5,1
246,6,1.200000,6,0
246,7,2.000000,7,0
247,0,0.000000,0,1
247,1,0.000000,1,1
247,2,1.000000,2,1
247,3,1.800000,3,1
247,4,0.200000,4,1
247,5,1.000000,5,1
247,6,1.200000,6,0
247,7,2.000000,7,0
248,0,0.000000,0,1
248,1,0.000000,1,1
248,2,1.000000,2,1
248,3,1.800000,3,1
248,4,0.200000,4,1
248,5,1.000000,5,1
248,6,1.200000,6,0
248,7,2.000000,7,0
249,0,0.000000,0,1
249,1,0.000000,1,1
249,2,1.000000,2,1
249,3,1.800000,3,1
249,4,0.200000,4,1
249,5,1.000000,5,1
249,6,1.200000,6,0
249,7,2.000000,7,0
250,0,0.000000,0,1
250,1,0.000000,1,1
250,2,1.000000,2,1
250,3,1.800000,3,1
250,4,0.200000,4,1
250,5,1.000000,5,1
250,6,1.200000,6,0
250,7,2.000000,7,0
251,0,0.000000,0,1
251,1,0.000000,1,1
251,2,1.000000,2,1
251,3,1.800000,3,1
251,4,0.200000,4,1
251,5,1.000000,5,1
251,6,1.200000,6,0
251,7,2.000000,7,0
252,0,0.000000,0,1
252,1,0.000000,1,1
252,2,1.000000,2,1
252,3,1.800000,3,1
252,4,0.200000,4,1
252,5,1.000000,5,1
252,6,1.200000,6,0
252,7,2.000000,7,0
253,0,0.000000,0,1
253,1,0.000000,1,1
253,2,1.000000,2,1
253,3,1.800000,3,1
253,4,0.200000,4,1
253,5,1.000000,5,1
253,6,1.200000,6,0
253,7,2.000000,7,0
254,0,0.000000,0,1
254,1,0.000000,1,1
254,2,1.000000,2,1
254,3,1.800000,3,1
254,4,0.200000,4,1
254,5,1.000000,5,1
254,6,1.200000,6,0
254,7,2.000000,7,0
255,0,0.000000,0,1
255,1,0.000000,1,1
255,2,1.000000,2,1
255,3,1.800000,3,1
255,4,0.200000,4,1
255,5,1.000000,5,1
255,6,1.200000,6,0
255,7,2.000000,7,0
256,0,0.000000,0,1
256,1,0.000000,1,1
256,2,1.000000,2,1
256,3,1.800000,3,1
256,4,0.200000,4,1
256,5,1.000000,5,1
256,6,1.200000,6,0
256,7,2.000000,7,0
257,0,0.000000,0,1
257,1,0.000000,1,1
257,2,1.000000,2,1
257,3,1.800000,3,1
257,4,0.200000,4,1
257,5,1.000000,5,1
257,6,1.200000,6,0
257,7,2.000000,7,0
258,0,0.000000,0,1
258,1,0.000000,1,1
258,2,1.000000,2,1
258,3,1.800000,3,1
258,4,0.200000,4,1
258,5,1.000000,5,1
258,6,1.200000,6,0
258,7,2.000000,7,0
259,0,0.000000,0,1
259,1,0.000000,1,1
259,2,1.000000,2,1
259,3,1.800000,3,1
259,4,0.200000,4,1
259,5,1.000000,5,1
259,6,1.200000,6,0
259,7,2.000000,7,0
260,0,0.000000,0,1
260,1,0.000000,1,1
260,2,1.000000,2,1
260,3,1.800000,3,1
260,4,0.200000,4,1
260,5,1.000000,5,1
260,6,1.200000,6,0
260,7,2.000000,7,0
261,0,0.000000,0,1
261,1,0.000000,1,1
261,2,1.000000,2,1
261,3,1.800000,3,1
261,4,0.200000,4,1
261,5,1.000000,5,1
261,6,1.200000,6,0
261,7,2.000000,7,0
262,0,0.000000,0,1
262,1,0.000000,1,1
262,2,1.000000,2,1
262,3,1.800000,3,1
262,4,0.200000,4,1
262,5,1.000000,5,1
262,6,1.200000,6,0
262,7,2.000000,7,0
